ID,Age,Gender,Marital Status,Education Field,Education Level,Miles from Home to Work,Department Name,Job Role Name,Job Level,Business Travel Frequency,Yearly Income,Absences per Year,Job Involvement,Performance Rating,Job Satisfaction,Environment Satisfaction,Work Life Balance Satisfaction,Last Salary Increase (%),Amount of Stock Option,Number of Training Sessions Last Year,Number of Other Companies,Total Active Years,Years at Current Company,Years Since Last Promotion,Years with Current Manager,Attrition
1787,31,Male,Single,Marketing,Bachelor,,Sales,Sales Executive,Mid Level,Travel_Frequently,46210,7,High,3,4.0,4.0,2.0,18,Low,3,2.0,9.0,5,1,4,No
1788,55,Female,Married,Life Sciences,Bachelor,2,Research & Development,Human Resources,Entry Level,Travel_Rarely,27810,13,High,3,4.0,2.0,4.0,13,Low,2,8.0,19.0,5,0,4,No
1789,34,Female,Married,Life Sciences,College,27,Research & Development,Sales Representative,Entry Level,Non-Travel,36920,14,High,3,1.0,4.0,3.0,12,Low,5,1.0,5.0,5,3,0,Yes
1790,26,Female,Married,Technical Degree,Below College,2,Human Resources,Sales Executive,Senior Level,Travel_Rarely,65780,4,Medium,3,2.0,4.0,3.0,15,Medium,3,0.0,6.0,5,1,4,Yes
1791,34,Male,Married,Medical,College,9,Research & Development,Sales Executive,Entry Level,Travel_Rarely,32800,19,High,3,2.0,4.0,2.0,13,None,3,5.0,7.0,5,0,2,No
1792,28,Male,,Marketing,Master,,Sales,Sales Executive,Entry Level,Travel_Rarely,93550,12,High,3,2.0,1.0,1.0,11,None,4,0.0,6.0,5,0,4,No
1793,47,Female,Married,Medical,Master,8,Research & Development,Sales Representative,Mid Level,Travel_Rarely,23660,18,Medium,3,3.0,3.0,2.0,17,None,5,3.0,11.0,5,1,2,No
1794,36,Female,Divorced,Medical,College,2,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,114160,15,High,3,1.0,4.0,3.0,16,None,2,6.0,13.0,5,0,4,No
1795,54,Female,,Medical,Master,,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,49630,5,High,3,1.0,4.0,3.0,15,Low,2,9.0,9.0,5,1,4,No
1796,54,Female,Single,Medical,Bachelor,1,Research & Development,Human Resources,Mid Level,Travel_Rarely,23620,3,Very High,3,1.0,3.0,3.0,13,Low,2,6.0,9.0,5,1,4,No
1797,45,Male,Married,Medical,Master,19,Research & Development,Sales Representative,Entry Level,Travel_Rarely,71190,9,High,3,3.0,3.0,4.0,15,None,2,4.0,9.0,5,0,3,No
1798,34,Male,Divorced,Life Sciences,College,,Sales,Research Scientist,Mid Level,Non-Travel,86210,17,High,3,3.0,1.0,3.0,17,Low,1,1.0,5.0,5,0,0,No
1799,42,Male,Divorced,Technical Degree,Below College,1,Research & Development,Sales Executive,Mid Level,Non-Travel,78790,10,High,3,3.0,3.0,3.0,11,Low,2,2.0,11.0,5,0,2,No
1800,34,Male,,Life Sciences,Bachelor,,Research & Development,Sales Representative,Entry Level,Non-Travel,56170,13,High,4,4.0,1.0,2.0,25,Low,3,8.0,9.0,5,0,4,Yes
1801,51,Female,Single,Medical,Below College,,Research & Development,Manufacturing Director,Senior Level,Travel_Rarely,40280,22,High,3,2.0,4.0,2.0,14,None,3,3.0,29.0,5,0,3,No
1802,50,Female,Single,Life Sciences,Bachelor,4,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,43740,9,Very High,3,2.0,3.0,3.0,15,Low,5,3.0,21.0,5,4,4,No
1803,27,Male,Married,Life Sciences,Bachelor,2,Research & Development,Research Director,Entry Level,Non-Travel,168230,18,High,3,,3.0,3.0,17,None,3,0.0,6.0,5,1,4,No
1804,30,Male,Single,Marketing,Bachelor,25,Sales,Sales Executive,Entry Level,Travel_Rarely,24060,5,High,4,4.0,3.0,3.0,20,Low,5,2.0,11.0,5,0,2,No
1805,40,Male,Single,Other,Below College,8,Sales,Laboratory Technician,Entry Level,Travel_Rarely,59850,16,Medium,3,2.0,4.0,3.0,13,High,1,2.0,9.0,5,1,0,Yes
1806,24,Female,Divorced,Life Sciences,Bachelor,1,Research & Development,Manager,Executive,Travel_Rarely,28970,2,High,3,3.0,4.0,4.0,18,High,4,1.0,5.0,5,0,3,No
1807,47,Male,Single,Life Sciences,Bachelor,4,Research & Development,Research Director,Entry Level,Travel_Frequently,27740,17,High,3,3.0,2.0,,13,Low,2,4.0,8.0,5,1,3,Yes
1808,30,Male,Divorced,Medical,Doctor,4,Research & Development,Sales Representative,Executive,Travel_Frequently,30580,20,High,3,4.0,2.0,2.0,14,Low,2,9.0,10.0,5,0,3,No
1809,29,Male,Married,Other,Master,2,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,20960,9,Very High,4,1.0,1.0,2.0,22,None,2,0.0,6.0,5,0,2,No
1810,44,Male,Single,Other,Below College,5,Research & Development,Research Scientist,Senior Level,Travel_Rarely,52280,17,Very High,3,2.0,4.0,2.0,13,None,2,1.0,6.0,5,1,3,No
1811,27,Male,Divorced,Life Sciences,Master,6,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,37550,18,High,3,3.0,1.0,3.0,19,None,2,1.0,5.0,5,0,3,No
1812,32,Male,Divorced,Life Sciences,Below College,3,Research & Development,Manager,Senior Level,Non-Travel,62090,16,Very High,3,4.0,3.0,3.0,17,Low,5,5.0,9.0,5,1,2,No
1813,29,Female,Married,Life Sciences,Master,28,Research & Development,Sales Representative,Entry Level,Travel_Rarely,48410,13,High,3,2.0,3.0,3.0,11,None,3,0.0,6.0,5,0,4,No
1814,55,Male,Single,Marketing,Bachelor,26,Sales,Laboratory Technician,Entry Level,Travel_Rarely,104480,13,High,3,4.0,3.0,3.0,13,None,3,2.0,30.0,5,1,2,No
1815,41,Male,Divorced,Medical,Doctor,1,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,40810,11,High,3,2.0,,3.0,13,None,3,2.0,14.0,5,0,4,No
1816,40,Female,Divorced,Medical,Bachelor,,Research & Development,Research Scientist,Mid Level,Travel_Rarely,37800,19,Low,3,2.0,2.0,4.0,12,None,2,7.0,7.0,5,1,3,No
1817,37,Male,Divorced,Medical,Bachelor,1,Research & Development,Sales Executive,Mid Level,Non-Travel,41270,3,High,3,4.0,1.0,3.0,13,Low,2,2.0,15.0,5,0,2,No
1818,34,Male,Single,Life Sciences,Bachelor,7,Research & Development,Sales Representative,Entry Level,Non-Travel,56170,14,High,4,4.0,1.0,2.0,25,Low,3,8.0,9.0,5,0,4,Yes
1819,23,Female,,Life Sciences,Bachelor,6,Human Resources,Laboratory Technician,Senior Level,Travel_Rarely,49690,8,High,3,3.0,4.0,,12,None,3,1.0,5.0,5,1,2,Yes
1820,32,Male,Divorced,Life Sciences,Below College,3,Research & Development,Manager,Senior Level,Non-Travel,62090,6,Very High,3,4.0,3.0,3.0,17,Low,5,5.0,9.0,5,1,2,No
1821,34,Female,Married,Technical Degree,College,14,Sales,Sales Executive,Entry Level,Travel_Rarely,22350,18,High,3,4.0,3.0,3.0,14,Low,2,2.0,9.0,5,1,0,No
1822,47,Male,Married,Medical,Master,25,Research & Development,Research Scientist,Mid Level,Travel_Rarely,148520,19,Medium,3,3.0,4.0,3.0,19,High,3,3.0,27.0,5,1,0,No
1823,31,Female,Divorced,Life Sciences,Master,9,Sales,Sales Executive,Entry Level,Travel_Rarely,161240,21,Medium,4,4.0,3.0,3.0,23,Low,2,2.0,8.0,5,1,4,No
1824,52,Male,Married,Medical,Bachelor,12,Research & Development,Research Scientist,Mid Level,Travel_Rarely,48780,7,High,3,4.0,4.0,1.0,11,Low,3,2.0,31.0,5,1,4,No
1825,36,Male,Single,Medical,Bachelor,1,Research & Development,Sales Executive,Mid Level,Travel_Rarely,53090,3,High,3,2.0,1.0,3.0,13,None,5,3.0,15.0,5,0,1,No
1826,47,Female,,Medical,Master,8,Research & Development,Sales Representative,Mid Level,Travel_Rarely,23660,10,Medium,3,3.0,3.0,2.0,17,None,5,3.0,11.0,5,1,2,No
1827,44,Male,Single,Life Sciences,Bachelor,5,Research & Development,Laboratory Technician,Entry Level,Non-Travel,23190,19,Medium,3,3.0,3.0,3.0,18,None,4,3.0,7.0,5,0,3,No
1828,53,Female,Married,Life Sciences,Master,11,Research & Development,Research Scientist,Mid Level,Travel_Rarely,21480,12,High,3,3.0,3.0,2.0,11,None,2,3.0,21.0,5,1,3,No
1829,37,Male,Married,Life Sciences,Bachelor,1,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,53460,12,High,3,4.0,3.0,4.0,11,None,2,4.0,7.0,5,0,1,No
1830,52,Male,Married,Life Sciences,Below College,2,Research & Development,Sales Executive,Mid Level,Travel_Frequently,117130,12,High,3,3.0,,2.0,14,None,2,2.0,24.0,5,0,2,No
1831,43,Male,,Life Sciences,Master,27,Sales,Sales Representative,Mid Level,Travel_Rarely,39770,19,High,3,3.0,3.0,3.0,18,Low,3,4.0,8.0,5,0,2,No
1832,34,Male,Divorced,Medical,College,7,Research & Development,Sales Representative,Manager,Travel_Frequently,29740,11,High,4,3.0,4.0,4.0,23,None,2,1.0,5.0,5,2,0,No
1833,41,Male,Divorced,Medical,Bachelor,5,Research & Development,Sales Representative,Entry Level,Travel_Rarely,121690,7,High,3,1.0,3.0,3.0,19,None,2,1.0,5.0,5,0,4,No
1834,37,Male,Married,Medical,College,7,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,20110,3,Very High,3,1.0,4.0,3.0,13,None,4,5.0,16.0,5,0,4,No
1835,55,Male,Single,Marketing,Bachelor,26,Sales,Laboratory Technician,Entry Level,Travel_Rarely,104480,6,High,3,4.0,3.0,3.0,13,None,3,2.0,30.0,5,1,2,No
1836,28,Female,,Life Sciences,Bachelor,2,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,111590,6,High,3,1.0,3.0,3.0,12,None,2,1.0,5.0,5,0,4,No
1837,34,Male,Divorced,Life Sciences,College,,Sales,Research Scientist,Mid Level,Non-Travel,86210,15,High,3,3.0,1.0,3.0,17,Low,1,1.0,5.0,5,0,0,No
1838,54,Male,Single,Life Sciences,Bachelor,9,Research & Development,Laboratory Technician,Entry Level,Non-Travel,196130,10,High,3,4.0,4.0,3.0,17,None,5,2.0,23.0,5,4,4,No
1839,35,Male,,Medical,Below College,25,Research & Development,Sales Executive,Entry Level,Travel_Rarely,54100,9,High,3,1.0,2.0,1.0,18,None,4,0.0,6.0,5,0,4,No
1840,37,Male,Divorced,Technical Degree,Master,2,Sales,Manufacturing Director,Mid Level,Travel_Rarely,61720,8,High,3,1.0,4.0,2.0,11,None,1,0.0,6.0,5,4,3,No
1841,36,Male,,Technical Degree,Below College,5,Research & Development,Sales Executive,Entry Level,Travel_Frequently,13590,9,High,3,4.0,3.0,3.0,12,None,2,4.0,17.0,5,0,3,No
1842,25,Female,Married,Marketing,Bachelor,5,Sales,Research Scientist,Manager,Travel_Rarely,27560,12,High,3,1.0,3.0,4.0,12,Medium,2,1.0,5.0,5,0,3,No
1843,40,Male,Married,Life Sciences,Master,17,Research & Development,Manager,Entry Level,Travel_Rarely,35780,19,High,3,3.0,3.0,3.0,14,Low,2,2.0,20.0,5,0,2,No
1844,34,Female,Married,Medical,College,1,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,176650,12,Medium,3,4.0,4.0,3.0,11,None,5,0.0,6.0,5,1,2,No
1845,41,Male,Divorced,Medical,Bachelor,5,Research & Development,Sales Representative,Entry Level,Travel_Rarely,121690,19,High,3,1.0,3.0,,19,None,2,1.0,5.0,5,0,4,No
1846,27,Female,Single,Medical,College,13,Research & Development,Research Director,Manager,Travel_Rarely,28560,18,Very High,3,3.0,,3.0,12,Medium,5,1.0,5.0,5,0,4,No
1847,55,Male,Married,Human Resources,Bachelor,,Human Resources,Laboratory Technician,Manager,Travel_Rarely,74280,19,High,3,1.0,4.0,3.0,12,None,2,5.0,24.0,5,1,4,Yes
1848,45,Male,Divorced,Technical Degree,Doctor,1,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,20880,9,High,3,1.0,4.0,3.0,15,High,2,4.0,18.0,5,0,2,No
1849,35,Male,Married,Human Resources,Master,3,Human Resources,Manager,Mid Level,Travel_Rarely,32940,13,High,3,2.0,1.0,3.0,11,None,2,0.0,6.0,5,0,3,No
1850,45,Female,Divorced,Medical,Below College,26,Research & Development,Healthcare Representative,Senior Level,Travel_Rarely,27940,5,High,3,4.0,4.0,3.0,19,Low,2,3.0,8.0,5,0,2,No
1851,43,Female,Divorced,Technical Degree,Doctor,,Sales,Research Director,Entry Level,Travel_Rarely,12740,15,Medium,3,3.0,4.0,2.0,19,None,3,1.0,6.0,5,1,4,No
1852,31,Male,Divorced,Medical,College,2,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,39750,22,High,3,3.0,,2.0,15,Low,3,1.0,5.0,5,4,3,No
1853,54,Male,Divorced,Medical,College,9,Research & Development,Sales Representative,Mid Level,Travel_Frequently,29830,10,Medium,3,3.0,4.0,1.0,14,Low,2,7.0,33.0,5,1,4,No
1854,44,Male,Single,Life Sciences,College,8,Research & Development,Research Scientist,Entry Level,Non-Travel,135030,11,Medium,3,,1.0,3.0,12,None,6,2.0,9.0,5,1,4,No
1855,29,Female,Single,Medical,Bachelor,,Research & Development,Research Scientist,Executive,Travel_Frequently,44340,20,High,3,2.0,1.0,1.0,17,High,1,5.0,7.0,5,0,0,Yes
1856,41,Male,Divorced,Medical,Bachelor,5,Research & Development,Sales Representative,Entry Level,Travel_Rarely,121690,10,High,3,1.0,3.0,3.0,19,None,2,1.0,5.0,5,0,4,No
1857,28,Male,Single,Other,Bachelor,,Research & Development,Human Resources,Entry Level,Travel_Rarely,96370,15,Medium,3,4.0,4.0,3.0,13,None,6,1.0,5.0,5,0,2,No
1858,23,Male,Single,Life Sciences,Bachelor,,Research & Development,Research Scientist,Mid Level,Travel_Rarely,191870,19,High,3,,4.0,4.0,11,Low,2,1.0,5.0,5,1,4,No
1859,27,Male,Divorced,Medical,Master,22,Sales,Sales Representative,Entry Level,Travel_Rarely,22060,9,High,3,3.0,1.0,2.0,14,Low,4,0.0,6.0,5,0,3,No
1860,24,Male,Single,Medical,College,27,Research & Development,Research Scientist,Entry Level,Travel_Rarely,104220,4,Medium,3,2.0,1.0,3.0,17,Low,0,1.0,6.0,5,1,4,Yes
1861,40,Male,Divorced,Medical,College,,Research & Development,Research Scientist,Senior Level,Travel_Rarely,43320,12,Medium,3,2.0,4.0,3.0,14,Medium,3,7.0,8.0,5,1,3,No
1862,26,Male,,Medical,Bachelor,3,Research & Development,Laboratory Technician,Mid Level,Travel_Frequently,139640,4,Medium,3,3.0,1.0,3.0,11,Medium,1,1.0,5.0,5,1,3,No
1863,42,Male,Divorced,Technical Degree,Below College,1,Research & Development,Sales Executive,Mid Level,Non-Travel,78790,21,High,3,3.0,3.0,3.0,11,Low,2,2.0,11.0,5,0,2,No
1864,29,Male,Divorced,Medical,Master,17,Sales,Laboratory Technician,Entry Level,Travel_Rarely,65820,4,High,3,4.0,3.0,3.0,19,Low,3,1.0,6.0,6,1,0,No
1865,27,Male,Single,Life Sciences,Bachelor,3,Sales,Manager,Entry Level,Travel_Rarely,66940,20,Medium,3,4.0,3.0,2.0,13,Low,2,1.0,6.0,6,1,4,No
1866,25,Male,Single,Marketing,Below College,10,Sales,Research Director,Mid Level,Travel_Rarely,82370,7,Medium,3,3.0,3.0,3.0,13,None,6,1.0,6.0,6,0,3,Yes
1867,33,Male,Divorced,Medical,Bachelor,,Research & Development,Sales Executive,Executive,Travel_Rarely,109990,21,Medium,3,4.0,4.0,3.0,18,High,3,1.0,6.0,6,0,4,No
1868,31,Male,Single,Life Sciences,Master,1,Research & Development,Research Director,Senior Level,Travel_Rarely,61420,7,Medium,3,4.0,2.0,4.0,13,Medium,2,4.0,10.0,6,0,5,No
1869,29,Female,Divorced,Medical,Below College,,Research & Development,Research Scientist,Entry Level,Travel_Frequently,62440,11,High,4,4.0,1.0,4.0,22,None,3,1.0,6.0,6,1,3,No
1870,31,Male,,Life Sciences,Bachelor,21,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,99800,12,High,3,1.0,3.0,2.0,12,None,1,1.0,6.0,6,0,1,No
1871,35,Male,Single,Other,Bachelor,1,Research & Development,Research Director,Mid Level,Travel_Frequently,22750,9,Very High,3,2.0,2.0,3.0,13,None,2,5.0,10.0,6,1,2,No
1872,47,Female,Married,Life Sciences,Master,23,Research & Development,Sales Executive,Mid Level,Travel_Rarely,62740,11,High,3,4.0,1.0,2.0,14,Medium,0,7.0,17.0,6,1,2,No
1873,37,Male,Single,Medical,Master,,Sales,Healthcare Representative,Entry Level,Non-Travel,75870,7,High,4,3.0,3.0,,22,Low,5,0.0,7.0,6,1,3,No
1874,46,Female,Divorced,Medical,Below College,9,Sales,Sales Executive,Entry Level,Travel_Rarely,141180,19,High,4,4.0,4.0,2.0,22,None,3,2.0,12.0,6,1,4,No
1875,37,Female,Married,Medical,College,2,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,54050,8,Very High,3,3.0,3.0,3.0,15,None,3,7.0,8.0,6,1,3,No
1876,31,Male,Single,Life Sciences,Master,1,Research & Development,Research Director,Senior Level,Travel_Rarely,61420,4,Medium,3,,2.0,4.0,13,Medium,2,4.0,10.0,6,0,5,No
1877,29,Female,Married,Life Sciences,Bachelor,2,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,41570,8,High,3,3.0,2.0,2.0,17,High,2,1.0,6.0,6,1,2,No
1878,27,Male,,Medical,College,8,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,164220,10,High,4,2.0,,3.0,20,Low,3,1.0,6.0,6,0,3,No
1879,29,Female,Married,Life Sciences,Bachelor,2,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,41570,15,High,3,3.0,2.0,2.0,17,High,2,1.0,6.0,6,1,2,No
1880,47,Female,Married,Life Sciences,Master,23,Research & Development,Sales Executive,Mid Level,Travel_Rarely,62740,5,High,3,4.0,1.0,2.0,14,Medium,0,7.0,17.0,6,1,2,No
1881,37,Male,Single,Life Sciences,Below College,8,Research & Development,Sales Executive,Entry Level,Travel_Rarely,41930,7,High,3,4.0,2.0,4.0,16,Low,5,4.0,12.0,6,1,2,No
1882,59,Male,Married,Life Sciences,Bachelor,5,Research & Development,Research Scientist,Mid Level,Travel_Rarely,56740,17,High,3,4.0,2.0,1.0,12,None,6,3.0,14.0,6,0,4,No
1883,25,Male,Single,Life Sciences,Bachelor,,Research & Development,Research Scientist,Mid Level,Travel_Rarely,74840,6,High,3,,3.0,2.0,15,None,3,1.0,6.0,6,1,4,No
1884,33,Male,Divorced,Medical,Bachelor,7,Research & Development,Sales Executive,Executive,Travel_Rarely,109990,22,Medium,3,4.0,4.0,3.0,18,High,3,1.0,6.0,6,0,4,No
1885,28,Male,Married,Technical Degree,Bachelor,6,Research & Development,Research Scientist,Mid Level,Travel_Rarely,23510,14,High,3,1.0,4.0,3.0,16,None,4,1.0,6.0,6,3,3,No
1886,34,Male,,Marketing,Bachelor,,Sales,Sales Representative,Entry Level,Travel_Rarely,103120,14,High,3,1.0,3.0,3.0,12,None,2,1.0,6.0,6,1,3,No
1887,27,Male,Divorced,Technical Degree,Bachelor,,Sales,Laboratory Technician,Executive,Travel_Frequently,21940,14,High,3,4.0,4.0,3.0,12,None,5,1.0,6.0,6,0,4,No
1888,33,Male,Divorced,Medical,Bachelor,,Research & Development,Sales Executive,Executive,Travel_Rarely,109990,6,Medium,3,4.0,4.0,3.0,18,High,3,1.0,6.0,6,0,4,No
1889,37,Male,Divorced,Life Sciences,Bachelor,,Research & Development,Laboratory Technician,Entry Level,Travel_Frequently,119040,6,High,3,4.0,3.0,2.0,12,Low,4,1.0,6.0,6,1,3,No
1890,33,Male,Married,Marketing,Bachelor,1,Sales,Human Resources,Mid Level,Travel_Frequently,21760,8,Medium,3,2.0,3.0,3.0,14,Low,2,1.0,6.0,6,1,2,No
1891,32,Male,Single,Technical Degree,College,3,Research & Development,Manufacturing Director,Senior Level,Travel_Rarely,53630,8,High,3,2.0,3.0,3.0,13,None,4,1.0,6.0,6,4,1,No
1892,37,Male,Divorced,Life Sciences,Bachelor,,Research & Development,Manufacturing Director,Senior Level,Travel_Rarely,166590,20,High,3,4.0,3.0,3.0,16,Low,2,7.0,9.0,6,1,3,No
1893,38,Male,Married,Marketing,Bachelor,9,Sales,Manufacturing Director,Entry Level,Travel_Frequently,52040,14,High,3,3.0,3.0,3.0,13,Low,2,3.0,10.0,6,1,2,No
1894,40,Female,Married,Medical,Bachelor,8,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,86280,15,Medium,4,3.0,3.0,3.0,20,None,2,2.0,8.0,6,1,0,Yes
1895,37,Female,,Technical Degree,Master,,Research & Development,Research Scientist,Executive,Travel_Rarely,39440,8,High,3,2.0,2.0,2.0,11,Medium,3,6.0,8.0,6,4,3,No
1896,42,Male,Single,Life Sciences,College,1,Research & Development,Laboratory Technician,Manager,Travel_Rarely,30340,18,Medium,4,1.0,2.0,4.0,21,Low,3,7.0,9.0,6,1,5,No
1897,38,Male,Married,Marketing,Bachelor,9,Sales,Manufacturing Director,Entry Level,Travel_Frequently,52040,10,High,3,3.0,3.0,3.0,13,Low,2,3.0,10.0,6,1,2,No
1898,27,Male,Single,Life Sciences,Bachelor,3,Sales,Manager,Entry Level,Travel_Rarely,66940,6,Medium,3,,3.0,2.0,13,Low,2,1.0,6.0,6,1,4,No
1899,56,Male,Single,Medical,Below College,,Human Resources,Sales Executive,Mid Level,Travel_Rarely,26440,7,High,3,4.0,4.0,,11,Low,2,4.0,37.0,6,0,2,No
1900,41,Male,Divorced,Life Sciences,Bachelor,1,Research & Development,Sales Executive,Manager,Travel_Frequently,191410,1,High,3,4.0,4.0,2.0,12,Low,2,3.0,12.0,6,3,3,No
1901,38,Male,Married,Medical,Bachelor,28,Research & Development,Healthcare Representative,Entry Level,Travel_Frequently,29790,4,High,3,2.0,3.0,2.0,12,Low,3,4.0,9.0,6,0,5,No
1902,42,Male,,Medical,Bachelor,11,Research & Development,Manager,Entry Level,Non-Travel,178560,12,High,3,3.0,3.0,2.0,18,None,2,3.0,10.0,6,3,3,No
1903,44,Male,Single,Human Resources,College,6,Human Resources,Sales Executive,Senior Level,Travel_Rarely,45580,2,Low,3,3.0,3.0,,13,Low,2,1.0,6.0,6,0,2,Yes
1904,34,Female,Married,Marketing,Below College,1,Sales,Laboratory Technician,Mid Level,Travel_Rarely,24760,12,High,3,3.0,2.0,2.0,19,None,2,1.0,6.0,6,1,3,No
1905,33,Female,Divorced,Medical,College,18,Research & Development,Healthcare Representative,Mid Level,Non-Travel,63850,12,Medium,3,4.0,3.0,3.0,13,None,6,1.0,7.0,6,1,2,No
1906,31,Female,Married,Life Sciences,Bachelor,16,Research & Development,Sales Executive,Senior Level,Travel_Rarely,22790,19,High,3,4.0,4.0,3.0,12,Low,3,3.0,8.0,6,0,2,No
1907,37,Male,Divorced,Life Sciences,Master,,Sales,Healthcare Representative,Mid Level,Travel_Rarely,133480,11,High,3,4.0,4.0,2.0,14,None,4,7.0,8.0,6,0,4,No
1908,29,Male,Single,Life Sciences,Bachelor,2,Research & Development,Sales Executive,Entry Level,Travel_Rarely,49780,9,Medium,3,3.0,3.0,2.0,13,None,3,0.0,7.0,6,1,5,Yes
1909,24,Male,,Life Sciences,Bachelor,15,Research & Development,Research Scientist,Mid Level,Travel_Frequently,54880,7,High,4,4.0,1.0,3.0,22,Low,6,1.0,6.0,6,1,3,No
1910,31,Male,Single,Life Sciences,Master,1,Research & Development,Research Director,Senior Level,Travel_Rarely,61420,5,Medium,3,4.0,2.0,4.0,13,Medium,2,4.0,10.0,6,0,5,No
1911,37,Female,Married,Medical,College,2,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,54050,11,Very High,3,3.0,,3.0,15,None,3,7.0,8.0,6,1,3,No
1912,25,Male,,Life Sciences,Bachelor,8,Research & Development,Research Scientist,Mid Level,Travel_Rarely,74840,9,High,3,4.0,3.0,2.0,15,None,3,1.0,6.0,6,1,4,No
1913,32,Female,,Human Resources,Bachelor,22,Human Resources,Research Director,Mid Level,Travel_Rarely,74460,15,High,3,2.0,1.0,2.0,19,None,3,0.0,7.0,6,0,5,No
1914,39,Male,Married,Life Sciences,College,29,Research & Development,Sales Executive,Mid Level,Non-Travel,38750,10,High,3,3.0,3.0,3.0,15,None,3,3.0,13.0,6,0,5,No
1915,35,Female,Single,Life Sciences,Master,,Research & Development,Human Resources,Senior Level,Travel_Rarely,40690,13,High,3,3.0,2.0,3.0,13,None,5,1.0,6.0,6,0,4,No
1916,35,Female,Single,Life Sciences,Master,20,Research & Development,Human Resources,Senior Level,Travel_Rarely,40690,17,High,3,3.0,2.0,3.0,13,None,5,1.0,6.0,6,0,4,No
1917,40,Female,Married,Medical,Bachelor,,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,86280,18,Medium,4,3.0,3.0,3.0,20,None,2,2.0,8.0,6,1,0,Yes
